CommonName;Latitude;Longitude;Wine;Vintage;Origin;TastingNotes;Alcohol;RS;pH;TA;VA;TSO2;FSO2;MainVariety;WineType;WineStyle;WineBody;WineTaste;Wooded
Boschendal Wines;-33,88594818;18,96892548;Boschendal Grande CuvÃ©e Brut 2012;2012;Western Cape;Fresh green apple and hints of citrus supported by discreet almond biscotti and brioche typical to classic bottle fermented sparkling wine style. Extended lees contact gives a full and creamy mouth feel with elegant minerality, good balance and a seamless;13.0;8.0;3.5;6.0;;;;Pinot Noir;Sparkling;Off Dry;;Mineral;
Bouchard Finlayson;-34,3793602;19,23689079;Bouchard Finlayson Hannibal 2014;2014;;"Surprisingly accessible and arguably the earliest drinking version of Hannibal to date. Spicy tones overlay a gentle silky, &quot;leather feel&quot;";13.83;1.7;3.52;6.0;0.64;74;20;Sangiovese;Red;Dry;Medium;Fruity;
Bouchard Finlayson;-34,3793602;19,23689079;Bouchard Finlayson Missionvale 2014;2015;;The wine is complex and fruity with peach, lime and green apple flavours. In addition hints of vanilla and nutty tones can be noted from the contribution of best French oak barrels.;13.08;1.5;3.46;5.7;0.63;99;19;Chardonnay;White;Dry;Medium;Fruity;
Bouchard Finlayson;-34,3793602;19,23689079;Bouchard Finlayson Chardonnay Sans Barrique 2015;2015;;Mineral rich with strong peach, lime and gooseberry flavours. The time on yeasty lees adds a creaminess and complexity with increase in viscosity presenting a notable penetration of appealing palate length.;13.25;1.6;3.40;5.8;0.19;108;31;Chardonnay;White;Dry;Light;Mineral;
Nederburg Wines;-33,72084427;19,00285912;Nederburg 56Hundred Merlot 2015;2015;Western Cape;<p>Colour: Dark ruby red.<br />Bouquet: Aromas of soft, rich fruit such as strawberry and blackcurrant with subtle vanilla oak in the background.<br />Palate: A medium-bodied wine with attractive up-front fruit flavours and a soft, silky texture.</p>;14.18;6.59;3.67;6.03;;;;Merlot;Red;Off Dry;Medium;;
Stellar Winery;-31,76950073;18,63760948;The Sensory Collection Grande Reserve Shiraz 2014;2014;Vredendal;Made from perfectly-ripened Swartland grapes, the limited edition Grande Reserve Shiraz was new French oak barrel-matured for 18 months. The smoky, spicy nose has hints of pepper and white almond chocolate. Plum and spice are prominent on the palate with ;14.69;5.0;3.44;6.6;0.80;101;20;Shiraz;Red;Dry;Full;Fruity;
Stellar Winery;-31,76950073;18,63760948;Dig This! Chenin Blanc / Sauvignon Blanc 2015;2015;Vredendal;This light pale wine explodes with guava, stone fruit and sherbet. On the taste a great fruity entry of guava with quince and nectarine freshness on the finish.;13.79;4.6;3.59;6;0.42;146;41;Chenin Blanc;White;Dry;Medium;Fruity;
Vriesenhof Vineyards;-33,97109985;18,86709976;Vriesenhof Chardonnay 2014;2014;Stellenbosch;Aromas of lemon and lime with some dried pear. A beautiful creaminess with sweet brioche and almond with lingering green apple and citrus on the aftertaste.;13.76;2.4;3.36;5.2;;;;Chardonnay;White;Dry;;;
Vriesenhof Vineyards;-33,97109985;18,86709976;Vriesenhof Pinotage 2011;2011;Stellenbosch;A heavier aroma of black cherries and chocolate with a hint of spice. The palate shows beautiful aromas of sour cherries and raspberries with a slight savoury note.;13.63;1.3;3.53;5.4;;;;Pinotage;Red;Dry;;;
Vriesenhof Vineyards;-33,97109985;18,86709976;Paradyskloof Grenache Rose 2015;2015;Stellenbosch;Lovely aromas of grapefruit and lemon on the nose with raspberries and strawberry on the palate with a smooth lean minerality.;11.24;3.8;2.95;6.5;;;;Grenache;Rose;Dry;;Fruity;
Leopards Leap Family Vineyards;-33,88581467;19,07957649;Leopards Leap Cabernet Sauvignon 2015;2015;Western Cape;Wine Style: Full-bodied, barrel matured, capturing the best of Old and New World styles. <br />Nose: Prominent aromas of fruitcake and mulberry underlined by subtle nuances of violet.<br />Palate: Prominent flavours of cassis on the palate, joined by a fl;13.5;3.8;3.6;5.9;;;;Cabernet Sauvignon;Red;Dry;Full;Fruity;
Vriesenhof Vineyards;-33,97109985;18,86709976;Paradyskloof Pinot Noir Blend 2011;2011;Stellenbosch;A medium-bodied wine. Wonderful aromas of strawberries and raspberries with a hint of apricot. The palate has a good structure with a hint of minerality. Flavours of apricot and raspberry dominate the palate with a lingering dried peach on the aftertaste.;13.0;2.6;3.54;5.5;;;;Pinot Noir;Red;Dry;Medium;;
Leopards Leap Family Vineyards;-33,88581467;19,07957649;Leopards Leap Chardonnay Pinot Noir 2016;2016;Western Cape;A modern interpretation of Burgundyâ€™s best. Nose: Prominent aromas of red fruit, raspberry and frangipane balanced by soft yellow fruit such as apple and warm citrus. The emphasis of this wine is on mouthfeel. Well balanced, with an excellent structure,;13.0;5.9;3.52;6.0;;;;Chardonnay;Rose;Off Dry;;;
Waterford Wine Estate;-33,9980011;18,87005043;Pecan Stream Pebble Hill 2013;2013;Western Cape;A unique blend in its class with the use of Italian and Spanish varietals. The wine shows forward fruit aromatics of cherries and plums accompanied by leather spice and cloves. The palate follows the reputation of abundant dark red fruit and a classic tan;13.9;2.4;3.62;5.1;0.62;89;28;Shiraz;Red;Dry;Medium;Fruity;
Leopards Leap Family Vineyards;-33,88581467;19,07957649;Leopards Leap Chenin Blanc 2016;2016;Paarl;Wine Style: A medium to full-bodied wine made in a refreshing  New World style. Nose: Tropical aromas of crushed pineapple and grapefruit supported by flavours of ripe kiwi, with a subtle fynbos undertone. Palate: A lively combination of herbs,ripe summer;13.5;1.4;3.4;6.1;;;;Chenin Blanc;White;Dry;Medium;Fruity;
Leopards Leap Family Vineyards;-33,88581467;19,07957649;Leopards Leap Sauvignon Blanc 2016;2016;Western Cape;A fresh, crisp, medium-bodied wine made in a New-world style. Nose: Upfront tropical fruit aromas with playful undertones of green fig and grapefruit. Palate: A firm yet elegant structure with fresh, crisp pear and citrus flavours that lead to a zesty aft;13.0;3.4;3.2;7.3;;;;Sauvignon Blanc;White;Dry;Medium;Fruity;
Spier;-33,9734726;18,78254509;Spier Signature Chenin Blanc 2016;2016;Western Cape;Pale straw in colour with a greenish hue. This Chenin is both crisp and fruity with green guava, pear, apple and hints of litchi on the nose. A well-balanced palate and a strong finish.;13.86;3.49;3.54;5.6;;;;Chenin Blanc;White;Dry;;Fruity;
Kleine Zalze Wines;-33,97034454;18,83628464;Kleine Zalze Cellar Selection Chenin Blanc Bush Vines 2016;2016;Coastal Region;Aromas of ripe pineapple and guava jump out of the glass. This is followed by a rich and ripe palate, beautifully balanced by lemon-lime freshness on the back palate;13.0;3.2;3.52;6.0;;;37;Chenin Blanc;White;Dry;Medium;Fruity;
Kleine Zalze Wines;-33,97034454;18,83628464;Kleine Zalze Cellar Selection Pinotage 2015;2015;Coastal Region;This is a very elegant expression of Pinotage. On the bouquet there are notes of ripe,red fruit with floral tones and hints of lavender. The flavours follow through on the palate.;14.0;3.3;3.54;6.2;;;;Pinotage;Red;Dry;;Fruity;
Roodezandt Wines;-33,80916977;19,87972069;Roodezandt Cabernet Sauvignon 2015;2015;Robertson;Good structure with elegant roundness on the palate. Typical Cabernet Sauvignon, black fruit and cassis on the nose. The sweet black fruit is prominent with soft tannin finish.;14.0;2.1;3.58;6.10;;73;45;Cabernet Sauvignon;Red;Dry;Medium;Herbaceous;
Stellar Winery;-31,76950073;18,63760948;Dig This! Shiraz / Cabernet Sauvignon 2015;2015;Vredendal;This delicious red wine has a dark red colour with a nose of blackcurrants and dark chocolate. The taste starts with a sweet entry and soft tannins. Mulberries and black cherries on the palate, with a subtle finish.;12.88;7;3.51;6;0.57;35;102;Shiraz;Red;Dry;Medium;Fruity;
Stellar Winery;-31,76950073;18,63760948;Running Duck Reserve Sauvignon Blanc / Semillon 2015;2015;Vredendal;Crystal clear wine with a green tint. Nice Kiwi fruit and fig nose with a tropical fruit undertone.  The taste has a nice crisp acid with stone fruit, pawpaw and minerality on the palate.;13.66;4.8;3.40;5.3;0.41;133;35;Sauvignon Blanc;White;Dry;Medium;Fruity;
Stellar Winery;-31,76950073;18,63760948;Running Duck Chenin Blanc 2015;2015;Vredendal;A clear, pale wine with granadilla, grapefruit, lime and guava on the nose. A smooth, round palate with well-balanced acidity makes this an excellent light dining wine.;13.79;4.0;3.49;6.2;0.46;129;34;Chenin Blanc;White;Dry;Medium;Fruity;
Stellar Winery;-31,76950073;18,63760948;No House Wine Chenin Blanc / Sauvignon Blanc 2015;2015;Vredendal;This light pale wine explodes with guava, stone fruit and sherbet. On the taste a great fruity entry of guava with quince and nectarine freshness on the finish.;13.85;4.4;3.51;6.0;0.46;127;34;Chenin Blanc;White;Dry;Medium;Fruity;
Stellar Winery;-31,76950073;18,63760948;No House Wine Shiraz 2015;2015;Vredendal;An easy-drinking organic wine with a deep red colour and dark plum and fruitcake on the palate. An excellent food wine for barbeques, fine dining and everything in between.;14.21;4.2;3.78;5.2;0.69;109;51;Shiraz;Red;Dry;Medium;Fruity;
Oldenburg Vineyards;-33,92856979;18,94856071;Oldenburg Vineyards Cabernet Franc 2013;2013;Stellenbosch;The wine has a rich, cherry colour. The fragrance of the wine is an exotic mixture of spice, red fruit and meat. On palate the wine shows finesse and elegance with integrated, dry tannins, an attractive saltiness and crisp minerality. A well defined, medi;13.5;2.8;3.65;5.5;;;;Cabernet Franc;Red;Dry;Medium;;
Flagstone Winery;-34,08662796;18,80708504;Flagstone Fiona Pinot Noir 2013;2013;Western Cape;<p>Colour: A solid garnet colour with rosy edges make this wine a stunner from the word go.<br />Bouquet: There is an explosion of mulberry, thyme and violets on the nose surrounded by smoky and earthy richness. <br />Palate: Layers of plum, Chanter Elle ;13.5;3.6;3.55;5.9;;;;Pinot Noir;Red;Dry;Full;;
Longridge Wine Estate;-34,01652527;18,83296967;Longridge Cabernet Sauvignon 2013;2013;Stellenbosch;"An Elegant wine with classic rich aromas of rich cherry tobacco and dark fruit, complemented by soft tannin&#39;s, which is well structured and delicately smooth.";14%;1.4;3.62;5.6;;;;Cabernet Sauvignon;Red;;;;
Longridge Wine Estate;-34,01652527;18,83296967;Longridge Ekliptika 2013;2013;Stellenbosch;"Dark and concentrated in color, this wine greets you on the nose with aromas of ripe red fruits, plums and pencil shavings which follow through onto the palate with chewy black cherries, sweet spices and tannin&#39;s on the mid palate. The wine ends with ";14.0;1.8;3.64;5.1;;;;Cabernet Franc;Red;;;;
Vriesenhof Vineyards;-33,97109985;18,86709976;Paradyskloof Grenache 2014;2014;Stellenbosch;The wine has fresh bright fruit, cherries and raspberries with white pepper on the mid palate. Good structure with a lingering savouriness on the aftertaste. Medium bodied in style, it has great texture and mouth feel and a long finish.;13.51;1.0;3.49;6.4;;;;Grenache;Red;Dry;Medium;Fruity;
Waterkloof;-34,11371994;18,89139938;Circumstance Chenin Blanc 2014 by Waterkloof;2014;Stellenbosch;The wine shows ample complexity on the nose with hints of green apple, stone fruit and a kiss of honey. The palate shows great length and fullness, with soft acidity.;13.4;4.2;3.5;4.4;;;;Chenin Blanc;White;Dry;;;
Vriesenhof Vineyards;-33,97109985;18,86709976;Paradyskloof Chardonnay 2015;2015;Stellenbosch;Lovely aromas of lemon, lime and dried pear. The palate is mostly green apples and citrus with a hint of white peach.;13.79;3.0;3.45;5.0;;;;Chardonnay;White;Dry;;;
Vriesenhof Vineyards;-33,97109985;18,86709976;Paradyskloof Pinot Noir 2015;2015;Stellenbosch;Juicy, bright fruit with notes of raspberry and blueberry on the mid palate. Lingering flavours of apricot and strawberry gumdrops on the finish.;13.37;1.9;3.6;5.7;;;;Pinot Noir;Red;Dry;;;
Vriesenhof Vineyards;-33,97109985;18,86709976;Paradyskloof Pinotage 2014;2014;Stellenbosch;The  2014 is lighter with a more floral character, lingering dark fruit flavours on the mid palate with a savoury finish.;14.28;2.0;3.7;6.1;;;;Pinotage;Red;Dry;Medium;;
Vriesenhof Vineyards;-33,97109985;18,86709976;Vriesenhof Cabernet Sauvignon 2011;2011;Stellenbosch;Elegant with dark cherries and raspberries with lingering cigar box and a hint of tea leaf.  Mid palate has a rich character of leather and pencil lead with a round, full finish.;14.0;1.46;3.61;5.44;;;;Cabernet Sauvignon;Red;Dry;Full;;
Vriesenhof Vineyards;-33,97109985;18,86709976;Vriesenhof Pinot Noir 2014;2014;Stellenbosch;Delicate aromas of strawberries and apricots with underlying cinnamon. Dried peach and minerality on the mid-palate with a bit of aniseed on the aftertaste.;13.71;2.1;3.69;5.7;;;;Pinot Noir;Red;Dry;;;
Vriesenhof Vineyards;-33,97109985;18,86709976;Vriesenhof Grenache 2014;2014;Stellenbosch;An elegant wine with attractive bright fruit, flavours of strawberry and raspberry dominate initially and is followed by sweet cherries and a finish of white pepper.;14.05;1.4;3.54;5.9;;;;Grenache;Red;Dry;;;
Cape Classics;-34,07189178;18,88870811;Indaba Merlot 2015;2015;Western Cape;Crafted in a fresh, clean style, this velvety Merlot offers lively, succulent flavors of cherry, dark berry and plum backed by subtle chocolate and herbal nuances and an elegant minerality.;14.5;4.7;3.2;6.1;;;;Merlot;Red;;;;
Cape Classics;-34,07189178;18,88870811;Indaba Mosaic 2015;2015;Western Cape;This Cabernet Sauvignon dominated Bordeaux blend offers enticing aromas and succulent flavors of blackcurrant, ripe brambly berry fruit and dark chocolate, with subtle spice notes.<br />Soft, gentle tannins coat the palate on the balanced finish.;14.5;4.8;334;5.5;;;;Cabernet Sauvignon;Red;;;;
Cape Classics;-34,07189178;18,88870811;Indaba Sauvignon Blanc 2015;2015;Western Cape;Refreshing gooseberry, citrus and tropical fruit flavors are backed by a racy jolt of acidity in this crisp, clean Sauvignon Blanc. Notes of bell pepper and fresh cut grass follow through on the zingy finish.;12.8;4.56;3.4;5.8/6;;;;Sauvignon Blanc;White;Dry;Light;Mineral;
Oldenburg Vineyards;-33,92856979;18,94856071;Oldenburg Vineyards Chenin Blanc 2015;2015;Stellenbosch;Light straw yellow colour. Tropical fruit especially granadilla and green apple dominates. The light oaking shows as a pleasant caramel biscuit flavour. Crisp acidity, succulent mouthfeel and a refreshing finish which lingers.;13.5;2.3;3.37;6.1;;;;Chenin Blanc;White;Dry;Medium;;
Oldenburg Vineyards;-33,92856979;18,94856071;Oldenburg Grenache Noir 2014;2014;Stellenbosch;Our Grenache Noir shows expressive, appealing, savoury aromas and ripe berry flavours on the nose, underlined with spicy, salty notes. The palate evokes a succulent spicy taste which carries through to the finish of this graceful wine.;14.0;2.9;3.55;5.4;;75;;Grenache;Red;Dry;;;
Oldenburg Vineyards;-33,92856979;18,94856071;Oldenburg Vineyards Rhodium 2012;2012;Stellenbosch;The Oldenburg Vineyards Rhodium 2012 has a radiant, carmine colour. Blackcurrants, herbs and aromatic wood smoke mark the nose. This is followed in the mouth by ripe raspberries and caramel giving the wine a great finesse. The tannins are already accessib;14.0;1.8;3.54;5.8;;;;Merlot;Red;Dry;Full;Herbaceous;
Oldenburg Vineyards;-33,92856979;18,94856071;Oldenburg Vineyards Cabernet Sauvignon 2012;2012;Stellenbosch;Ripe cherry hues describe the colour. A herbal pot-pourri of oregano, thyme and bay leaf announces the nose. Toasted almond and buttered toast describes the oak. The wine is laced with red fruits, the palate shows a muscular structure composed of balanced;14.0;2.4;3.48;5.7;;;;Cabernet Sauvignon;Red;Dry;Full;Fruity;
Oldenburg Vineyards;-33,92856979;18,94856071;Oldenburg Vineyards Chardonnay 2014;2014;Stellenbosch;The Chardonnay has a straw yellow colour with flashes of green. Aromas of sandalwood and cassia backed by citrus and pears come to the fore. The wood influence shows as vanilla which follows on to the palate and becomes honey and nuts. The fresh acidity a;13.5;1.2;3.41;5.4;;;;Chardonnay;White;Dry;Full;Fragrant;
Longridge Wine Estate;-34,01652527;18,83296967;Konkelberg Sauvignon Blanc 2014;2014;Stellenbosch;A fresh white wine with subtle tropical fruit flavors, hints of green apple and lemon. It finishes with a minerality and long lingering aftertaste.;13;2.1;3.36;5.3;;;;Sauvignon Blanc;White;;;;
Longridge Wine Estate;-34,01652527;18,83296967;Konkelberg Blend 54 2013;2013;Stellenbosch;On the nose, one is greeted with flavors of a delightful mix of raspberries, mulberries and blackberries, which follows through on the palate. Spicy undertones of cloves and nutmeg leave a complex, full and lingering aftertaste.;14;1.7;3.70;5.2;;;;Blend - Red;Red;;;;
